ingredient;cfp;wfp;mapping_type;mapped_item;data_origin;notes;
slice stale bread;0,86;667;ingredient;BREAD;;;
thinly sliced spinach;0,34;292;ingredient;SPINACH;;;
pork soup bone;3,44;4361;ingredient;PORK MEAT WITH BONE*;;;
diced hot pepper;0,84;8280;typology;SPICIES;;;
fresh spinach leaves;0,34;292;ingredient;SPINACH;;;
mint syrup;0,93;;ingredient;Syrup;https://livelca.com/products/syrup_6929f55c-b391-4961-b016-730f8e7ec77c;Syrup used as proxy for every syrup, this could understimate value of specific ultraprocessed syrups;
pureed strawberry;0,61;413;ingredient;STRAWBERRY;;;
baby red potato;0,24;555;ingredient;POTATO;;;
jar masala;0,84;8280;typology;SPICIES;;;
cooked basmati rice;2,19;1597;ingredient;RICE*;;;
fresh pear;0,27;922;ingredient;PEAR;;;
scoop powdered soy protein concentrate;2,27;1724,5;typology;VEGETAL PROTEINS;;;
torn lettuce;0,41;237;ingredient;LETTUCE;;;
unsweetened dried cranberry;0,64;276;ingredient;CRANBERRY;;;
ground cranberries;0,64;276;ingredient;CRANBERRY;;;
dried pineapple chunk;0,55;255;ingredient;PINEAPPLE (I);;;
large yellow squash;0,7;336;ingredient;ZUCCHINI;;;
fennel mixed spice;0,33;362;ingredient;FENNEL;;;
lawrys lemon pepper seasoning;0,65;379;ingredient;PEPPER;;;
thin green bean;0,52;555,5;ingredient;GREEN BEAN (fresh);;;
carrot cake;0,24;195;ingredient;CARROT;;;
jar candied cherry;1,84;;ingredient;CANDY;https://apps.carboncloud.com/climatehub/product-reports/073621012219/USA;CANDY used as proxy for every candies;
loin;3,44;5798;ingredient;PORK CUTS WITH BONE;;;
ground gingerroot;0,84;1657;ingredient;GINGER;;;
whole wheat bread crumb;0,86;901,8;typology;BREAD;;;
key lime zest;2,15;748;typology;FRUIT;;;
dried cayenne chili pepper flake;0,84;8280;typology;SPICIES;;;
light muscovado sugar;0,78;1294,5;typology;SUGAR;;;
tinned chickpea;0,52;4177;ingredient;CHICKPEA;;;
plain gelatin;1,74;;ingredient;G�latine, s�che;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;G�latine, s�che used as proxy for every jelly;
heavy sweet cream;5,45;3838;ingredient;CREAM;;;
hulled green pumpkin seed;0,88;3087,5;typology;SEEDS;;;
lean ground lamb;25,23;10412;ingredient;LAMB BONE FREE MEAT*;;;
fat free Greek yogurt;2,55;1540;typology;YOGURT;;;
chocolate swiss roll;4,3;;ingredient;CHOCOLATE;;;
dried large lima bean;0,52;4615;typology;LEGUMES DRIED;;;
matzo farfel;0,86;901,8;typology;BREAD;;;
reserved apricot juice;0,3;1287;ingredient;APRICOT;;;
artichoke oil;2,11;6792;typology;OIL;;;
black bean paste;1,46;572;ingredient;SOY PASTE;;;
brown lentils;0,52;5874;ingredient;LENTIL;;;
extra olive oil;3,27;14415;ingredient;OLIVE OIL;;;
lemon sorbet;0,34;642;ingredient;LEMON;;;
peach salsa;0,39;910;ingredient;PEACH;;;
ground habanero chile pepper;0,84;8280;typology;SPICIES;;;
baby pea;0,45;1979;ingredient;PEA;;;
lite olive oil;2,11;14726;ingredient;OLIVE OIL REFINED;;;
dried red lentil;0,52;4615;typology;LEGUMES DRIED;;;
canned fruit;2,15;748;typology;FRUIT;;;
marinated artichoke heart;0,33;818;ingredient;ARTICHOKE;;;
small red shallot;0,25;272;ingredient;SHALLOT;;;
small red chile;0,84;8280;typology;SPICIES;;;
citrus mixed candied peel;0,81;2636,5;typology;DRIED FRUIT;;;
boneless beef chuck roast;25,75;15139;ingredient;BEEF BONE FREE MEAT*;;;
pumpkin quick bread mix;2,05;;ingredient;PUMPKIN BREAD BAKING MIX;https://apps.carboncloud.com/climatehub/product-reports/054467072957/USA;;
medium green king prawn;7,04;1856;ingredient;PRAWNS/SHRIMPS;;;
small fresh red chile;0,84;8280;typology;SPICIES;;;
large green pepper;0,65;379;ingredient;PEPPER;;;
sriracha hot sauce;0,84;8280;typology;SPICIES;;;
frozen berries;1,18;748;ingredient;RASPBERRIES (F)*;;;
sweet pickle;0,32;1604;ingredient;CHERRY SWEET;;;
crushed toasted almond;1,11;16095;ingredient;ALMOND SHELLED;;;
cooked bean;0,43;5053;ingredient;BEAN;;;
crab claw meat;7,04;1974;ingredient;CRUSTACEAN;;;
pumpkin mush;0,24;336;ingredient;PUMPKIN;;;
medium pumpkin;0,24;336;ingredient;PUMPKIN;;;
fruit vinegar;1,93;;ingredient;Vinegar;https://livelca.com/products/vinegar_e8dd5701-9817-479d-8178-8e01b8dc0026;;
fruit cocktail-juice;2,86;1019;typology;FRUIT JUICE;;;
smokies;5,99;6177;ingredient;SAUSAGES;;;
cilantro puree;0,84;8280;ingredient;CORIANDER;;;
thin soy sauce;1,46;613;ingredient;SOY SAUCE;;;
hot oil;2,11;6792;typology;OIL;;;
sambal oblek chili paste;0,84;8280;typology;SPICIES;;;
diced red bell pepper;0,65;379;ingredient;PEPPER;;;
pineapple-orange juice concentrate;2,86;1019;typology;FRUIT JUICE;;;
chopped shallot;0,25;272;ingredient;SHALLOT;;;
chile sauce;0,84;8280;typology;SPICIES;;;
cayenne seasoning;0,84;8280;typology;SPICIES;;;
finely chopped gingerroot;0,84;1657;ingredient;GINGER;;;
orange concentrate;0,46;1019;ingredient;ORANGE JUICE;;;
peach slices in syrup;0,93;;ingredient;Syrup;https://livelca.com/products/syrup_6929f55c-b391-4961-b016-730f8e7ec77c;Syrup used as proxy for every syrup, this could understimate value of specific ultraprocessed syrups;
pork shoulder steak;3,44;5798;ingredient;PORK CUTS WITH BONE;;;
maccha green tea powder;0,4;;ingredient;Tea;https://livelca.com/products/tea_3d049a81-4234-481c-8aba-74d0297e8e7c;;
frozen coconut;1,07;1971;ingredient;COCONUT (I);;;
steak spice;0,65;379;ingredient;PEPPER;;;
wheat bread flour;0,87;1849;ingredient;WHEAT FLOUR;;;
prickly pear;2,15;748;typology;FRUIT;;;
small hot red pepper;0,84;8280;typology;SPICIES;;;
sprig Thai basil;0,3;;ingredient;BASIL FRESH;https://livelca.com/products/basil-fresh_f6a4ddbe-1c2c-44e8-886e-4d5388d33bb1;;
mandarin orange peel;2,15;748;typology;FRUIT;;;
soy bean oil;1,79;4190;ingredient;SOYBEAN OIL;;;
asian chili-garlic sauce;0,25;589;ingredient;GARLIC;;;
pears in heavy syrup;0,93;;ingredient;Syrup;https://livelca.com/products/syrup_6929f55c-b391-4961-b016-730f8e7ec77c;Syrup used as proxy for every syrup, this could understimate value of specific ultraprocessed syrups;
mostaccioli pasta;1,21;1508;ingredient;PASTA*;;;
colored sugar sprinkle;1,84;;ingredient;CANDY;https://apps.carboncloud.com/climatehub/product-reports/073621012219/USA;CANDY used as proxy for every candies;
white nectarine;2,15;748;typology;FRUIT;;;
habanero sauce;0,84;8280;typology;SPICIES;;;
sugar twin brown sugar substitute;0,78;1294,5;typology;SUGAR;;;
blended bread flour;0,87;1849;ingredient;WHEAT FLOUR;;;
fish cake;2,12;2313,5;typology;FISH PROCESSED;;;
korean red pepper powder;0,65;379;ingredient;PEPPER;;;
Persian cucumber;0,27;353;ingredient;CUCUMBER;;;
chicken parts;2,82;3330;ingredient;CHICKEN MEAT WITH BONE;;;
cayenne chili pepper flakes;0,84;7611;ingredient;PEPPER (PIPER SPP.);;;
minced dried spearmint;0,84;8280;typology;SPICIES;;;
large purple onion;0,22;290;ingredient;ONION;;;
anise tea;0,4;;ingredient;Tea;https://livelca.com/products/tea_3d049a81-4234-481c-8aba-74d0297e8e7c;;
oat bran flour;0,87;1889,5;typology;GRAIN FLOUR;;;
chopped ripe tomato;1,47;713;ingredient;TOMATO CHOPPED;;;
grapefruit juice concentrate;2,86;675;ingredient;GRAPEFRUIT JUICE;;;
kool-aid mix;10,8;;ingredient;KOOL-AID, SINGLES, DRINK MIX, ORANGE, ORANGE;https://apps.carboncloud.com/climatehub/product-reports/id/1089689554363;;
frozen dinner roll;1,31;;ingredient;BREAD FROZEN (F)*;;;
Absolut vodka;2,04;;ingredient;Vodka;https://livelca.com/products/vodka_ebf808cc-3bd7-4200-8c1a-a70f7a9b700d;Vodka used as proxy for every kind of vodka;
cinnamon roll icing;1,99;2158;typology;SWEETS;;;
light Hawaiian Punch;2,86;1019;typology;FRUIT JUICE;;;
twist lime peel;2,15;748;typology;FRUIT;;;
grade b maple syrup;0,93;;ingredient;Syrup;https://livelca.com/products/syrup_6929f55c-b391-4961-b016-730f8e7ec77c;Syrup used as proxy for every syrup, this could understimate value of specific ultraprocessed syrups;
chop suey vegetable;0,54;362;ingredient;VEGETABLES;;;
shoulder lamb chop;16,7;4362;ingredient;LAMB MEAT WITH BONE*;;;
chopped cashew;1,38;11264;ingredient;CASHEW NUT;;;
large ripe banana;0,34;748;ingredient;BANANA;;;
strawberry vodka;2,04;;ingredient;Vodka;https://livelca.com/products/vodka_ebf808cc-3bd7-4200-8c1a-a70f7a9b700d;Vodka used as proxy for every kind of vodka;
pod star anise;0,84;8280;ingredient;ANISE;;;
frozen;0,64;276;ingredient;CRANBERRY;;"In the recipe that uses this ingredient it refers to frozen cranberries; should be fixed";
frozen melon ball;0,61;1506,5;ingredient;MELON;;;
baby green bean;0,52;555,5;ingredient;GREEN BEAN (fresh);;;
stalk green onion;0,22;290;ingredient;ONION;;;
garlic toast;0,86;901,8;typology;BREAD;;;
baby leek;1,18;336;typology;VEGETABLES;;;
bunch basil;0,3;;ingredient;BASIL FRESH;https://livelca.com/products/basil-fresh_f6a4ddbe-1c2c-44e8-886e-4d5388d33bb1;;
garnish powdered sugar;0,78;1294,5;typology;SUGAR;;;
additional water;0,49;;ingredient;MINERAL WATER*;;;
dehydrated soup greens;0,54;362;ingredient;VEGETABLES;;;
pie cherry;1,85;;ingredient;CHERRY PIE, CHERRY;https://apps.carboncloud.com/climatehub/product-reports/046567032924/USA;;
soy protein flake;2,27;1724,5;typology;VEGETAL PROTEINS;;;
hpnotiq liqueur;3,39;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used as proxy for every liquer;
lentil sprout;0,52;555,5;typology;LEGUMES FRESH;;;
decorative red-hot candy;1,84;;ingredient;CANDY;https://apps.carboncloud.com/climatehub/product-reports/073621012219/USA;CANDY used as proxy for every candies;
onion skin;0,22;290;ingredient;ONION;;;
pama pomegranate liqueur;3,39;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used as proxy for every liquer;
cooked oatmeal;2,64;2196,5;typology;BREAKFAST CEREALS;;;
low-fat margarine;1,39;1324;ingredient;MARGARINE*;;;
raspberry jelly crystal;1,74;;ingredient;G�latine, s�che;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;G�latine, s�che used as proxy for every jelly;
cherry ripe candy bar;9,63;;ingredient;SNICKERS, CANDY BAR;https://apps.carboncloud.com/climatehub/product-reports/040000499039/USA;Snickers used as proxy for chocolate candy bars;
slice lime;0,34;642;ingredient;LIME;;;
tahini paste;0,84;8280;typology;SPICIES;;;
chipotle hot sauce;0,84;8280;typology;SPICIES;;;
dried chili flake;0,84;8280;typology;SPICIES;;;
white grapefruit;0,662;;ingredient;Grapefruit;https://livelca.com/products/grapefruit_c38d3731-1b82-409d-87f8-95fc897f0d32;;
pink grapefruit;0,662;;ingredient;Grapefruit;https://livelca.com/products/grapefruit_c38d3731-1b82-409d-87f8-95fc897f0d32;;
red grapefruit;0,662;;ingredient;Grapefruit;https://livelca.com/products/grapefruit_c38d3731-1b82-409d-87f8-95fc897f0d32;;
slices pineapple;0,55;255;ingredient;PINEAPPLE (I);;;
chopped flat leaf parsley;1,18;336;typology;VEGETABLES;;;
tiger shrimp;7,04;1856;ingredient;PRAWNS/SHRIMPS;;;
vanilla caramel;2,74;;ingredient;Tofees;https://livelca.com/products/toffees_b0dee6db-9d0d-46c2-bcf1-34eeabfbebc5;;
rice powder;0,87;1889,5;typology;GRAIN FLOUR;;;
sunflower seed kernel;0,88;3366;ingredient;SUNFLOWER SEED;;;
red beans;0,43;5053;ingredient;BEAN;;;
apricot filling;0,3;1287;ingredient;APRICOT;;;
black sesame seeds;0,88;9371;ingredient;SESAM SEED;;;
crusty bread roll;0,86;901,8;typology;BREAD;;;
currant juice;0,64;499;ingredient;CURRANT;;;
string beans;0,33;547;ingredient;STRING BEAN;;;
frozen stir fry vegetables;0,81;339;ingredient;MIXED VEGETABLES (F);;;
seven-grain cereal;2,64;2196,5;typology;BREAKFAST CEREALS;;;
dark rye flour;0,87;1930;ingredient;RYE FLOUR;;;
turkey tenderloin;3,88;4325;typology;POULTRY BONE FREE MEAT;;;
mandarin orange piece;0,3;654;ingredient;ORANGE;;;
pretzel crumb;0,98;1258;typology;CRACKERS;;;
sliced fruit;0,81;6847;ingredient;APPLES;;;
grated fresh lemon zest;0,34;642;ingredient;LEMON;;;
lamb rack;16,7;4362;ingredient;LAMB MEAT WITH BONE*;;;
medium pontiac red potato;0,24;555;ingredient;POTATO;;;
balsamic syrup;5,37;;ingredient;BALSAMIC VINEGAR OF MODENA, BALSAMIC;https://apps.carboncloud.com/climatehub/product-reports/039153413016/USA;;
baby new potato;0,24;555;ingredient;POTATO;;;
Chinese mushroom;2,06;;ingredient;MUSHROOM*;;;
fresh parsley leaves;1,18;336;typology;VEGETABLES;;;
peeled cored sliced apples;0,81;6847;ingredient;APPLES;;;
slice soft white bread;0,89;1031;ingredient;BREAD PLAIN**;;;
mint chocolate liqueur;3,39;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used as proxy for every liquer;
shaved sweet chocolate;4,3;;ingredient;CHOCOLATE;;;
little gem lettuce;0,41;237;ingredient;LETTUCE;;;
cooked peeled tiger shrimp;7,04;1856;ingredient;PRAWNS/SHRIMPS;;;
dash pepper sauce;0,65;379;ingredient;PEPPER;;;
fresh apple cider;2,86;1140;ingredient;APPLE JUICE (I);;;
thai chili paste;0,84;8280;typology;SPICIES;;;
fresh red chili pepper;0,84;8280;typology;SPICIES;;;
regular sesame oil;2,11;6792;typology;OIL;;;
mild rice vinegar;1,93;;ingredient;Vinegar;https://livelca.com/products/vinegar_e8dd5701-9817-479d-8178-8e01b8dc0026;;
red jalapeno chile;0,84;8280;typology;SPICIES;;;
opal basil;0,3;;ingredient;BASIL FRESH;https://livelca.com/products/basil-fresh_f6a4ddbe-1c2c-44e8-886e-4d5388d33bb1;;
kalua pig;3,44;5798;ingredient;PORK CUTS WITH BONE;;;
original Bisquick baking mix;1,14;;ingredient;DOUBLE ACTING BAKING POWDER;https://apps.carboncloud.com/climatehub/product-reports/039978003928/USA;;
piquillo pepper;0,65;379;ingredient;PEPPER;;;
green sugar;0,78;1294,5;typology;SUGAR;;;
red sugar;0,78;1294,5;typology;SUGAR;;;
tobasco chipotle hot sauce;0,84;8280;typology;SPICIES;;;
orange-grapefruit juice;2,86;675;ingredient;GRAPEFRUIT JUICE;;;
corn bread;0,87;1889,5;ingredient;MAIZE FLOUR;;;
bourbon whiskey;4,43;;ingredient;John Lee Straight Bourbon Whiskey;https://apps.carboncloud.com/climatehub/product-reports/3012993050501/SWE;;
smoked turkey leg;2,13;3330,3;typology;POULTRY MEAT WITH BONE;;;
malt beer;0,69;155;ingredient;BEER*;;;
waffle mix;2,15;;ingredient;BUTTERMILK PANCAKE & WAFFLE MIX, BUTTERMILK;https://apps.carboncloud.com/climatehub/product-reports/085239030486/USA;;
plum puree;0,32;2180;ingredient;PLUM;;;
vegan margarine;1,39;1324;ingredient;MARGARINE*;;;
chopped fresh cranberry;0,64;276;ingredient;CRANBERRY;;;
pumpernickel flour;0,87;1889,5;typology;GRAIN FLOUR;;;
packet yeast;3,29;;ingredient;YEAST DRIED*;;;
chuck steak;25,75;15139;ingredient;BEEF BONE FREE MEAT*;;;
elephant garlic;0,25;589;ingredient;GARLIC;;;
red grapefruit juice;2,86;675;ingredient;GRAPEFRUIT JUICE;;;
prepared brown rice;2,19;1597;ingredient;RICE*;;;
garlic spread;0,84;2265;ingredient;GARLIC POWDER;;;
wheat pancake mix;2,15;;ingredient;BUTTERMILK PANCAKE MIX;https://apps.carboncloud.com/climatehub/product-reports/078716001505/USA;;
firm margarine;1,39;1324;ingredient;MARGARINE*;;;
emulsion;1,88;11264;ingredient;ALMOND;;"In the recipe that uses this ingredient it refers to almond emulsion; should be fixed";
animal cracker;0,98;1258;typology;CRACKERS;;;
patty;0,84;288;ingredient;PEPPERMINT;;Refers to peppermint pattie, should be fixed;
worcestershire sauce;6,7;;ingredient;Worcestershire sauce dunk;https://apps.carboncloud.com/climatehub/product-reports/id/2575458351365;;
liquid amino acid;5,33;;ingredient;Amino acids;https://apps.carboncloud.com/climatehub/product-reports/id/3462679691924;;
krusteaz pancake mix;2,15;;ingredient;BUTTERMILK PANCAKE MIX;https://apps.carboncloud.com/climatehub/product-reports/078716001505/USA;;
whole graham cracker;0,97;617;ingredient;WHOLEGRAIN CRACKERS**;;;
mango pickle;0,31;1855;ingredient;MANGO;;;
irish creme syrup;0,93;;ingredient;Syrup;https://livelca.com/products/syrup_6929f55c-b391-4961-b016-730f8e7ec77c;Syrup used as proxy for every syrup, this could understimate value of specific ultraprocessed syrups;
lemon leaf;0,34;642;ingredient;LEMON;;;
cracked black peppercorns;0,65;379;ingredient;PEPPER;;;
dash red pepper sauce;0,65;379;ingredient;PEPPER;;;
canola oil mayonnaise;1,46;572;ingredient;MAYONNAISE;;;
chopped pitted prune;0,81;2636,5;typology;DRIED FRUIT;;;
gluten-free soy sauce;1,46;613;ingredient;SOY SAUCE;;;
blackberry syrup;0,93;;ingredient;Syrup;https://livelca.com/products/syrup_6929f55c-b391-4961-b016-730f8e7ec77c;Syrup used as proxy for every syrup, this could understimate value of specific ultraprocessed syrups;
dried bread;0,86;667;ingredient;BREAD;;;
dark german beer;0,69;155;ingredient;BEER*;;;
hot cherry pepper;0,65;379;ingredient;PEPPER;;;
mint tea;0,4;;ingredient;Tea;https://livelca.com/products/tea_3d049a81-4234-481c-8aba-74d0297e8e7c;;
cold black coffee;0,55;960;typology;COFFEE LIQUID;;;
jar salsa;1,19;151,3;typology;TOMATO SAUCE;;;
Asian seasoning;0,84;8280;typology;SPICIES;;;
goat meat;20,96;;ingredient;Goat;https://livelca.com/products/goat_1a8469e2-12bd-4637-bb43-80249e256647;;
coconut pudding;2,45;;ingredient;Pudding;https://apps.carboncloud.com/climatehub/product-reports/id/2262898845690;Pudding used as proxy for every pudding;
shaved ice;4,3;1599;typology;ICE CREAM;;;
box dark chocolate cake mix;3,16;20717;typology;CHOCOLATE;;;
fruit salad;2,15;748;typology;FRUIT;;;
citrus juice;2,86;675;ingredient;GRAPEFRUIT JUICE;;;
natural yoghurt;2,55;1040;ingredient;YOGURT WHITE LACTOSE FREE;;;
frozen English pea;0,81;850;ingredient;PEAS (F);;;
dry red chili powder;0,84;8280;typology;SPICIES;;;
hot chili flakes;0,84;8280;typology;SPICIES;;;
peeled and cored pineapple;0,55;255;ingredient;PINEAPPLE (I);;;
small orange;0,3;654;ingredient;ORANGE;;;
oat bran flake;2,64;2416;ingredient;OAT FLAKES;;;
dry kidney bean;0,43;5053;ingredient;BEAN;;;
dried pinto bean;0,52;4615;typology;LEGUMES DRIED;;;
canned crushed tomatoes;1,48;806,6;typology;VEGETABLES CANNED;;;
canned chick-peas;0,78;555,5;typology;LEGUMES CANNED;;;
Rice Dream milk;0,54;2030;ingredient;RICE MILK;;;
skinless chicken thigh;3,68;3960;ingredient;CHICKEN BONE FREE MEAT;;;
kumara sweet potato;0,27;383;ingredient;SWEET POTATO;;;
medium jonathan apple;0,25;622;ingredient;APPLE;;;
Cinnamon Chex Cereal;2,64;2196,5;typology;BREAKFAST CEREALS;;;
wheat Chex cereal;2,64;2196,5;typology;BREAKFAST CEREALS;;;
honey nut Chex cereal;2,64;2196,5;typology;BREAKFAST CEREALS;;;
cherry pulp;0,46;1506,5;ingredient;CHERRY;;;
Fisher Dried Sweetened Cranberries;0,64;276;ingredient;CRANBERRY;;;
Fisher Chefs Naturals Slivered Almonds;1,88;11264;ingredient;ALMOND;;;
round brie cheese;8,93;5253;ingredient;CHEESE;;;
pomegranate-blueberry juice;2,86;1019;typology;FRUIT JUICE;;;
Jiffy baking mix;1,14;;ingredient;DOUBLE ACTING BAKING POWDER;https://apps.carboncloud.com/climatehub/product-reports/039978003928/USA;;
frozen banana;0,34;748;ingredient;BANANA;;;
non-fat vanilla frozen yogurt;2,55;1540;typology;YOGURT;;;
minced fresh gingerroot;0,84;1657;ingredient;GINGER;;;
prepared sweet-and-sour mix;2,86;1019;typology;FRUIT JUICE;;;
light soymilk;0,78;2030;ingredient;SOY MILK;;;
raspberry Schnapps;0,64;413;ingredient;RASPBERRY;;;
ground nut oil;2,11;7529;ingredient;PEANUT OIL;;;
fresh green beans;0,52;555,5;ingredient;GREEN BEAN (fresh);;;
whipped dessert topping mix;2,42;;ingredient;Cr�me de lait, 15 � 20% MG, l�g�re, semi-�paisse, UHT;https://agribalyse.ademe.fr/app/aliments/19430;Cr�me de lait, 15 � 20% MG, l�g�re, semi-�paisse, UHT used as proxy for every whipped topping (panna montata);
Bragg liquid amino;5,33;;ingredient;Amino acids;https://apps.carboncloud.com/climatehub/product-reports/id/3462679691924;;
vegetable bouillon granule;1,75;;ingredient;Vegetable Bouillon, cubes;https://apps.carboncloud.com/climatehub/product-reports/id/164865146932;;
freshly squeezed lemon juice;0,34;642;ingredient;LEMON;;;
french bread;0,86;667;ingredient;BREAD;;;
ear fresh corn;0,33;750,5;typology;VEGETABLES OPENFIELD;;;
jalapeno ketchup;1,46;534;ingredient;KETCHUP;;;
peach and vidallia hot sauce;1,18;336;typology;VEGETABLES;;;
small avocado;0,54;1805;ingredient;AVOCADO;;;
roasted sesame seed;0,88;9371;ingredient;SESAM SEED;;;
gefilte fish;4,99;2313,5;ingredient;FISH MIXED;;;
